Date,Shift,Area,Machine,Operator,%Availability,Run Time,Slow Speed %,Slow Speed (Mins),Down Time %,Down Time(mins),Calculated Target Kg,Actual Kg,Target %,Total Shift Time,Product code,Calculated kg,Week,Month
09-10-2020,A,wd,ZING 2,Bakkiyaraj.K,40,264,19,187,60,478,3450,3116,90.32,742,ZING,2648,41 week,10
09-10-2020,B,wd,ZING 1,Amalraj K,69,255,15,278,31,40,3450,1783,51.68,295,ZING,1491,41 week,10
09-10-2020,B,wd,ZING 10,Yuvaraj K,72,302,36,162,28,26,3450,2467,71.51,328,ZING,135,41 week,10
09-10-2020,B,wd,ZING 9,Yuvaraj K,2,401,26,356,98,393,3450,1993,57.77,794,ZING,783,41 week,10
09-10-2020,B,wd,ZING 11,Jayaprakash.M,82,147,33,287,18,391,3450,1390,40.29,538,ZING,503,41 week,10
09-10-2020,B,wd,ZING 12,Chellaperumal,73,191,26,184,27,26,3450,2770,80.29,217,ZING,583,41 week,10
09-10-2020,B,wd,ZING 8,Manikandan D,33,51,34,462,67,340,3450,446,12.93,391,ZING,1780,41 week,10
09-10-2020,B,wd,ZING 6,Manikandan D,99,363,29,141,1,58,3450,919,26.64,421,ZING,771,41 week,10
09-10-2020,B,wd,ZING 5,Rooban Ismavel,19,319,24,358,81,327,3450,3500,101.45,646,ZING,1103,41 week,10
09-10-2020,B,wd,ZING 4,Ramakrishnan,81,471,21,51,19,120,3450,2144,62.14,591,ZING,410,41 week,10
09-10-2020,B,wd,ZING 3,Rooban Ismavel,78,315,0,272,22,6,3450,2287,66.29,321,ZING,2124,41 week,10
09-10-2020,B,wd,ZING 2,Amalraj K,65,161,26,129,35,17,3450,2512,72.81,178,ZING,1066,41 week,10
09-10-2020,C,wd,ZING 1,Amalraj K,83,309,18,299,17,162,3450,1069,30.99,471,ZING,2743,41 week,10
09-10-2020,C,wd,ZING 10,Ramakrishnan,41,309,28,67,59,443,3450,2957,85.71,752,ZING,1304,41 week,10
09-10-2020,C,wd,ZING 9,Dinesh M,55,313,11,457,45,161,3450,2683,77.77,474,ZING,1372,41 week,10
09-10-2020,C,wd,ZING 11,Ramakrishnan,74,63,23,174,26,346,3450,3442,99.77,409,ZING,1007,41 week,10
09-10-2020,C,wd,ZING 12,Chellaperumal,75,84,5,466,25,174,3450,2885,83.62,258,ZING,1584,41 week,10
09-10-2020,C,wd,ZING 8,Dinesh M,94,103,4,29,6,262,3450,1257,36.43,365,ZING,2001,41 week,10
09-10-2020,C,wd,ZING 6,Pradeep M,37,13,18,330,63,1,3450,3441,99.74,14,ZING,860,41 week,10
09-10-2020,C,wd,ZING 5,Rooban Ismavel,100,404,24,152,0,140,3450,1743,50.52,544,ZING,1495,41 week,10
09-10-2020,C,wd,ZING 4,Ramakrishnan,15,15,8,357,85,327,3450,577,16.72,342,ZING,2263,41 week,10
09-10-2020,C,wd,ZING 3,Pradeep M,93,63,16,141,7,183,3450,1099,31.86,246,ZING,1512,41 week,10
09-10-2020,C,wd,ZING 2,Amalraj K,98,435,6,425,2,286,3450,2403,69.65,721,ZING,2334,41 week,10
10-10-2020,A,wd,ZING 1,Bakkiyaraj.K,46,108,17,419,54,51,3450,1994,57.8,159,ZING,2810,41 week,10
10-10-2020,A,wd,ZING 10,Jayaprakash.M,46,419,9,114,54,242,3450,3207,92.96,661,ZING,2489,41 week,10
10-10-2020,A,wd,ZING 9,Manikandan D,22,151,9,455,78,244,3450,586,16.99,395,ZING,665,41 week,10
10-10-2020,A,wd,ZING 11,Jayaprakash.M,46,188,6,480,54,334,3450,3018,87.48,522,ZING,2196,41 week,10
10-10-2020,A,wd,ZING 12,Chellaperumal,15,314,2,395,85,283,3450,901,26.12,597,ZING,350,41 week,10
10-10-2020,A,wd,ZING 8,Kumarasami P,11,292,0,165,89,95,3450,1887,54.7,387,ZING,2662,41 week,10
10-10-2020,A,wd,ZING 6,Manikandan D,19,65,32,256,81,44,3450,1654,47.94,109,ZING,1609,41 week,10
10-10-2020,A,wd,ZING 5,Rajesh A,67,74,34,162,33,69,3450,3077,89.19,143,ZING,1398,41 week,10
10-10-2020,A,wd,ZING 4,Ramakrishnan,75,336,17,254,25,401,3450,1376,39.88,737,ZING,1199,41 week,10
10-10-2020,A,wd,ZING 3,Rajesh A,32,158,25,151,68,346,3450,2886,83.65,504,ZING,1651,41 week,10
10-10-2020,A,wd,ZING 2,Bakkiyaraj.K,73,267,27,442,27,465,3450,1323,38.35,732,ZING,1438,41 week,10
10-10-2020,B,wd,ZING 1,Amalraj K,5,245,39,228,95,357,3450,1311,38,602,ZING,6,41 week,10
10-10-2020,B,wd,ZING 10,Yuvaraj K,27,400,11,377,73,320,3450,2766,80.17,720,ZING,1103,41 week,10
10-10-2020,B,wd,ZING 9,Manikandan D,8,65,12,212,92,268,3450,773,22.41,333,ZING,192,41 week,10
10-10-2020,B,wd,ZING 11,Yuvaraj K,45,462,5,43,55,133,3450,2626,76.12,595,ZING,2764,41 week,10
10-10-2020,B,wd,ZING 12,Chellaperumal,25,369,33,7,75,269,3450,1301,37.71,638,ZING,2248,41 week,10
10-10-2020,B,wd,ZING 8,Kumarasami P,15,245,35,356,85,455,3450,2857,82.81,700,ZING,1271,41 week,10
10-10-2020,B,wd,ZING 6,Manikandan D,46,36,8,42,54,458,3450,1480,42.9,494,ZING,1072,41 week,10
10-10-2020,B,wd,ZING 5,Rooban Ismavel,74,358,10,472,26,417,3450,3144,91.13,775,ZING,1059,41 week,10
10-10-2020,B,wd,ZING 4,Ramakrishnan,13,375,5,386,87,439,3450,3013,87.33,814,ZING,2400,41 week,10
10-10-2020,B,wd,ZING 3,Rooban Ismavel,19,451,26,363,81,8,3450,276,8,459,ZING,1595,41 week,10
10-10-2020,B,wd,ZING 2,Amalraj K,98,81,37,146,2,205,3450,1240,35.94,286,ZING,2696,41 week,10
10-10-2020,C,wd,ZING 1,Essakimuthu,83,263,26,266,17,318,3450,1214,35.19,581,ZING,1448,41 week,10
10-10-2020,C,wd,ZING 10,Ramakrishnan,11,235,30,343,89,369,3450,2300,66.67,604,ZING,831,41 week,10
10-10-2020,C,wd,ZING 9,Pradeep M,44,89,39,317,56,279,3450,481,13.94,368,ZING,2348,41 week,10
10-10-2020,C,wd,ZING 11,Ramakrishnan,31,60,29,283,69,294,3450,1298,37.62,354,ZING,2892,41 week,10
10-10-2020,C,wd,ZING 12,Chellaperumal,28,19,27,269,72,139,3450,1151,33.36,158,ZING,1316,41 week,10
10-10-2020,C,wd,ZING 8,Dinesh M,4,388,35,90,96,392,3450,1286,37.28,780,ZING,2788,41 week,10
10-10-2020,C,wd,ZING 6,Pradeep M,48,266,34,293,52,109,3450,2068,59.94,375,ZING,1964,41 week,10
10-10-2020,C,wd,ZING 5,Dinesh M,70,165,36,324,30,152,3450,3371,97.71,317,ZING,2986,41 week,10
10-10-2020,C,wd,ZING 4,Pradeep M,95,34,8,259,5,317,3450,735,21.3,351,ZING,732,41 week,10
10-10-2020,C,wd,ZING 3,Pradeep M,21,414,8,407,79,478,3450,1016,29.45,892,ZING,613,41 week,10
10-10-2020,C,wd,ZING 2,Essakimuthu,15,175,27,0,85,219,3450,2484,72,394,ZING,2923,41 week,10
11-10-2020,A,wd,ZING 1,Essakimuthu,61,363,26,461,39,139,3450,245,7.1,502,ZING,1857,41 week,10
11-10-2020,A,wd,ZING 10,Ramakrishnan,16,188,14,396,84,292,3450,3318,96.17,480,ZING,978,41 week,10
11-10-2020,A,wd,ZING 9,Pradeep M,45,383,11,195,55,250,3450,3469,100.55,633,ZING,661,41 week,10
11-10-2020,A,wd,ZING 11,Ramakrishnan,83,196,30,244,17,52,3450,533,15.45,248,ZING,165,41 week,10
11-10-2020,A,wd,ZING 12,Chellaperumal,77,429,26,425,23,297,3450,581,16.84,726,ZING,2088,41 week,10
11-10-2020,A,wd,ZING 8,Dinesh M,48,411,15,107,52,100,3450,1169,33.88,511,ZING,2134,41 week,10
11-10-2020,A,wd,ZING 6,Pradeep M,29,369,22,40,71,202,3450,1258,36.46,571,ZING,287,41 week,10
11-10-2020,A,wd,ZING 5,Dinesh M,62,333,8,235,38,121,3450,2021,58.58,454,ZING,170,41 week,10
11-10-2020,A,wd,ZING 4,Pradeep M,57,299,30,137,43,106,3450,1872,54.26,405,ZING,762,41 week,10
11-10-2020,A,wd,ZING 3,Pradeep M,87,73,28,321,13,219,3450,195,5.65,292,ZING,1996,41 week,10
11-10-2020,A,wd,ZING 2,Essakimuthu,14,355,26,462,86,347,3450,470,13.62,702,ZING,2260,41 week,10
11-10-2020,B,wd,ZING 1,Essakimuthu,53,66,12,317,47,241,3450,1807,52.38,307,ZING,1378,41 week,10
11-10-2020,B,wd,ZING 10,Ramakrishnan,21,255,2,265,79,453,3450,1103,31.97,708,ZING,2409,41 week,10
11-10-2020,B,wd,ZING 9,Pradeep M,74,201,26,251,26,264,3450,1276,36.99,465,ZING,2076,41 week,10
11-10-2020,B,wd,ZING 11,Ramakrishnan,27,208,31,359,73,128,3450,2238,64.87,336,ZING,45,41 week,10
11-10-2020,B,wd,ZING 12,Chellaperumal,45,460,24,375,55,7,3450,826,23.94,467,ZING,1513,41 week,10
11-10-2020,B,wd,ZING 8,Dinesh M,70,273,9,272,30,291,3450,1504,43.59,564,ZING,272,41 week,10
11-10-2020,B,wd,ZING 6,Pradeep M,25,80,21,58,75,329,3450,1154,33.45,409,ZING,893,41 week,10
11-10-2020,B,wd,ZING 5,Dinesh M,43,477,39,301,57,216,3450,124,3.59,693,ZING,727,41 week,10
11-10-2020,B,wd,ZING 4,Pradeep M,96,145,9,440,4,419,3450,133,3.86,564,ZING,2992,41 week,10
11-10-2020,B,wd,ZING 3,Pradeep M,98,9,29,5,2,135,3450,2836,82.2,144,ZING,600,41 week,10
11-10-2020,B,wd,ZING 2,Essakimuthu,41,49,15,55,59,445,3450,2892,83.83,494,ZING,2002,41 week,10
11-10-2020,C,wd,ZING 1,Essakimuthu,12,10,3,141,88,88,3450,2745,79.57,98,ZING,566,41 week,10
11-10-2020,C,wd,ZING 10,Ramakrishnan,33,39,7,86,67,462,3450,2552,73.97,501,ZING,1656,41 week,10
11-10-2020,C,wd,ZING 9,Pradeep M,40,171,31,234,60,44,3450,1141,33.07,215,ZING,998,41 week,10
11-10-2020,C,wd,ZING 11,Ramakrishnan,4,244,11,209,96,401,3450,3429,99.39,645,ZING,1034,41 week,10
11-10-2020,C,wd,ZING 12,Chellaperumal,21,469,19,165,79,15,3450,716,20.75,484,ZING,2774,41 week,10
11-10-2020,C,wd,ZING 8,Dinesh M,85,97,15,330,15,30,3450,1321,38.29,127,ZING,660,41 week,10
11-10-2020,C,wd,ZING 6,Pradeep M,57,387,14,0,43,411,3450,2256,65.39,798,ZING,1139,41 week,10
11-10-2020,C,wd,ZING 5,Dinesh M,63,268,39,292,37,47,3450,1013,29.36,315,ZING,830,41 week,10
11-10-2020,C,wd,ZING 4,Rooban Ismavel,58,103,8,422,42,358,3450,2870,83.19,461,ZING,359,41 week,10
11-10-2020,C,wd,ZING 3,Pradeep M,18,155,24,276,82,22,3450,2638,76.46,177,ZING,2869,41 week,10
11-10-2020,C,wd,ZING 2,Essakimuthu,48,308,6,284,52,98,3450,1436,41.62,406,ZING,2165,41 week,10
12-10-2020,A,wd,ZING 1,Amalraj K,9,187,14,142,91,19,3450,227,6.58,206,ZING,548,42 week,10
12-10-2020,A,wd,ZING 10,Essakimuthu,47,7,21,4,53,443,3450,2174,63.01,450,ZING,1637,42 week,10
12-10-2020,A,wd,ZING 9,Pradeep M,77,361,28,380,23,193,3450,2453,71.1,554,ZING,2336,42 week,10
12-10-2020,A,wd,ZING 11,Yuvaraj K,54,376,13,228,46,407,3450,2353,68.2,783,ZING,1325,42 week,10
12-10-2020,A,wd,ZING 12,Yuvaraj K,77,410,32,297,23,208,3450,2076,60.17,618,ZING,518,42 week,10
12-10-2020,A,wd,ZING 8,Essakimuthu,10,43,33,108,90,191,3450,1746,50.61,234,ZING,2882,42 week,10
12-10-2020,A,wd,ZING 6,Amalraj K,87,148,15,390,13,428,3450,1777,51.51,576,ZING,2903,42 week,10
12-10-2020,A,wd,ZING 5,Rooban Ismavel,28,189,22,356,72,43,3450,263,7.62,232,ZING,1555,42 week,10
12-10-2020,A,wd,ZING 4,Rooban Ismavel,88,375,22,358,12,341,3450,2267,65.71,716,ZING,166,42 week,10
12-10-2020,A,wd,ZING 3,Rooban Ismavel,83,42,11,465,17,63,3450,548,15.88,105,ZING,2868,42 week,10
12-10-2020,A,wd,ZING 2,Amalraj K,3,180,22,19,97,202,3450,1276,36.99,382,ZING,1206,42 week,10
12-10-2020,B,wd,ZING 1,vignesh,87,212,27,199,13,128,3450,1682,48.75,340,ZING,390,42 week,10
12-10-2020,B,wd,ZING 10,Ramakrishnan,46,350,25,415,54,363,3450,644,18.67,713,ZING,1222,42 week,10
12-10-2020,B,wd,ZING 9,Pradeep M,72,272,35,113,28,198,3450,506,14.67,470,ZING,1293,42 week,10
12-10-2020,B,wd,ZING 11,Ramakrishnan,82,257,24,274,18,324,3450,1660,48.12,581,ZING,1099,42 week,10
12-10-2020,B,wd,ZING 12,Ramakrishnan,70,68,36,5,30,327,3450,3324,96.35,395,ZING,311,42 week,10
12-10-2020,B,wd,ZING 8,Dinesh M,49,439,21,83,51,184,3450,1060,30.72,623,ZING,1986,42 week,10
12-10-2020,B,wd,ZING 6,Amalraj K,91,267,39,85,9,231,3450,3016,87.42,498,ZING,2041,42 week,10
12-10-2020,B,wd,ZING 5,Dinesh M,78,164,5,361,22,83,3450,2849,82.58,247,ZING,168,42 week,10
12-10-2020,B,wd,ZING 4,Pradeep M,29,52,22,56,71,28,3450,1696,49.16,80,ZING,2023,42 week,10
12-10-2020,B,wd,ZING 3,Pradeep M,84,466,4,177,16,190,3450,3338,96.75,656,ZING,2337,42 week,10
12-10-2020,B,wd,ZING 2,vignesh,63,175,33,282,37,478,3450,1534,44.46,653,ZING,1254,42 week,10
12-10-2020,C,wd,ZING 1,Bakkiyaraj.K,52,321,8,402,48,421,3450,586,16.99,742,ZING,2051,42 week,10
12-10-2020,C,wd,ZING 10,Jayaprakash.M,38,292,0,137,62,163,3450,2956,85.68,455,ZING,2859,42 week,10
12-10-2020,C,wd,ZING 9,Pradeep M,6,46,13,402,94,203,3450,652,18.9,249,ZING,1879,42 week,10
12-10-2020,C,wd,ZING 11,Ramakrishnan,80,159,25,284,20,407,3450,1521,44.09,566,ZING,2046,42 week,10
12-10-2020,C,wd,ZING 12,Jayaprakash.M,18,354,37,326,82,226,3450,2126,61.62,580,ZING,2068,42 week,10
12-10-2020,C,wd,ZING 8,Rajesh A,58,125,33,110,42,90,3450,1691,49.01,215,ZING,291,42 week,10
12-10-2020,C,wd,ZING 6,Amalraj K,97,44,13,94,3,344,3450,734,21.28,388,ZING,141,42 week,10
12-10-2020,C,wd,ZING 5,Rajesh A,1,9,4,433,99,3,3450,1837,53.25,12,ZING,626,42 week,10
12-10-2020,C,wd,ZING 4,Rooban Ismavel,6,173,33,467,94,424,3450,3342,96.87,597,ZING,2951,42 week,10
12-10-2020,C,wd,ZING 3,Rooban Ismavel,25,458,16,104,75,455,3450,407,11.8,913,ZING,601,42 week,10
12-10-2020,C,wd,ZING 2,Bakkiyaraj.K,13,412,10,375,87,383,3450,3059,88.67,795,ZING,212,42 week,10
13-10-2020,A,wd,ZING 1,Amalraj K,14,43,3,66,86,356,3450,667,19.33,399,ZING,2198,42 week,10
13-10-2020,A,wd,ZING 10,Manikandan D,4,201,25,204,96,109,3450,1116,32.35,310,ZING,131,42 week,10
13-10-2020,A,wd,ZING 9,Pradeep M,28,457,9,368,72,133,3450,2927,84.84,590,ZING,719,42 week,10
13-10-2020,A,wd,ZING 11,Yuvaraj K,61,82,16,480,39,71,3450,3149,91.28,153,ZING,2013,42 week,10
13-10-2020,A,wd,ZING 12,Yuvaraj K,18,116,5,422,82,48,3450,3440,99.71,164,ZING,2034,42 week,10
13-10-2020,A,wd,ZING 8,Manikandan D,100,20,40,166,0,431,3450,2968,86.03,451,ZING,868,42 week,10
13-10-2020,A,wd,ZING 6,Amalraj K,71,316,15,454,29,337,3450,2907,84.26,653,ZING,2731,42 week,10
13-10-2020,A,wd,ZING 5,Rooban Ismavel,21,42,7,278,79,420,3450,43,1.25,462,ZING,2129,42 week,10
13-10-2020,A,wd,ZING 4,Rooban Ismavel,66,474,9,213,34,338,3450,2110,61.16,812,ZING,2506,42 week,10
13-10-2020,A,wd,ZING 3,Rooban Ismavel,39,305,12,149,61,451,3450,2080,60.29,756,ZING,2479,42 week,10
13-10-2020,A,wd,ZING 2,Amalraj K,62,176,29,367,38,170,3450,1885,54.64,346,ZING,1328,42 week,10
13-10-2020,B,wd,ZING 1,vignesh,92,44,23,386,8,279,3450,1323,38.35,323,ZING,1913,42 week,10
13-10-2020,B,wd,ZING 10,Dinesh M,12,417,6,123,88,408,3450,516,14.96,825,ZING,2031,42 week,10
13-10-2020,B,wd,ZING 9,Pradeep M,71,139,14,105,29,70,3450,1060,30.72,209,ZING,2635,42 week,10
13-10-2020,B,wd,ZING 11,Ramakrishnan,73,286,20,42,27,169,3450,862,24.99,455,ZING,1618,42 week,10
13-10-2020,B,wd,ZING 12,Ramakrishnan,96,115,9,302,4,266,3450,2608,75.59,381,ZING,1122,42 week,10
13-10-2020,B,wd,ZING 8,Dinesh M,48,121,39,166,52,308,3450,2739,79.39,429,ZING,2093,42 week,10
13-10-2020,B,wd,ZING 6,Amalraj K,8,63,6,36,92,479,3450,2022,58.61,542,ZING,2297,42 week,10
13-10-2020,B,wd,ZING 5,Pradeep M,9,78,12,230,91,227,3450,2165,62.75,305,ZING,1575,42 week,10
13-10-2020,B,wd,ZING 4,Rooban Ismavel,51,407,35,2,49,158,3450,3457,100.2,565,ZING,2480,42 week,10
13-10-2020,B,wd,ZING 3,Pradeep M,1,427,23,33,99,93,3450,2238,64.87,520,ZING,2880,42 week,10
13-10-2020,B,wd,ZING 2,vignesh,63,68,5,156,37,5,3450,896,25.97,73,ZING,1445,42 week,10
13-10-2020,C,wd,ZING 1,Bakkiyaraj.K,93,247,11,400,7,202,3450,2659,77.07,449,ZING,1784,42 week,10
13-10-2020,C,wd,ZING 10,Dinesh M,63,138,26,150,37,320,3450,216,6.26,458,ZING,1694,42 week,10
13-10-2020,C,wd,ZING 9,Pradeep M,32,332,6,285,68,343,3450,2429,70.41,675,ZING,2868,42 week,10
13-10-2020,C,wd,ZING 11,Jayaprakash.M,39,340,3,221,61,329,3450,2937,85.13,669,ZING,509,42 week,10
13-10-2020,C,wd,ZING 12,Jayaprakash.M,6,226,29,315,94,416,3450,2892,83.83,642,ZING,2221,42 week,10
13-10-2020,C,wd,ZING 8,Kumarasami P,26,172,20,246,74,328,3450,2684,77.8,500,ZING,2061,42 week,10
13-10-2020,C,wd,ZING 6,Amalraj K,78,287,34,469,22,132,3450,1474,42.72,419,ZING,112,42 week,10
13-10-2020,C,wd,ZING 5,Pradeep M,82,425,26,245,18,418,3450,2090,60.58,843,ZING,587,42 week,10
13-10-2020,C,wd,ZING 4,Rooban Ismavel,3,197,18,179,97,372,3450,1117,32.38,569,ZING,2972,42 week,10
13-10-2020,C,wd,ZING 3,Kumarasami P,58,42,25,453,42,146,3450,724,20.99,188,ZING,1590,42 week,10
13-10-2020,C,wd,ZING 2,Bakkiyaraj.K,6,2,20,383,94,292,3450,1553,45.01,294,ZING,1132,42 week,10
14-10-2020,A,wd,ZING 1,Amalraj K,20,338,16,457,80,310,3450,2285,66.23,648,ZING,2932,42 week,10
14-10-2020,A,wd,ZING 10,Dinesh M,72,136,38,440,28,192,3450,3042,88.17,328,ZING,2051,42 week,10
14-10-2020,A,wd,ZING 9,Pradeep M,77,120,17,409,23,213,3450,2324,67.36,333,ZING,2682,42 week,10
14-10-2020,A,wd,ZING 11,Yuvaraj K,49,264,15,59,51,423,3450,849,24.61,687,ZING,93,42 week,10
14-10-2020,A,wd,ZING 12,Yuvaraj K,54,147,13,234,46,89,3450,1484,43.01,236,ZING,646,42 week,10
14-10-2020,A,wd,ZING 8,Manikandan D,71,423,24,294,29,362,3450,2655,76.96,785,ZING,197,42 week,10
14-10-2020,A,wd,ZING 6,Amalraj K,16,387,33,432,84,108,3450,2872,83.25,495,ZING,656,42 week,10
14-10-2020,A,wd,ZING 5,Manikandan D,20,396,12,313,80,280,3450,2747,79.62,676,ZING,1180,42 week,10
14-10-2020,A,wd,ZING 4,Rooban Ismavel,68,96,17,334,32,440,3450,2645,76.67,536,ZING,2206,42 week,10
14-10-2020,A,wd,ZING 3,Rooban Ismavel,0,81,16,245,100,409,3450,1080,31.3,490,ZING,293,42 week,10
14-10-2020,A,wd,ZING 2,Amalraj K,75,59,2,153,25,122,3450,1841,53.36,181,ZING,2941,42 week,10
14-10-2020,B,wd,ZING 1,vignesh,99,0,16,66,1,413,3450,801,23.22,413,ZING,2139,42 week,10
14-10-2020,B,wd,ZING 10,Dinesh M,72,252,22,221,28,372,3450,833,24.14,624,ZING,1868,42 week,10
14-10-2020,B,wd,ZING 9,Pradeep M,17,181,33,252,83,327,3450,519,15.04,508,ZING,1845,42 week,10
14-10-2020,B,wd,ZING 11,Ramakrishnan,23,310,11,205,77,435,3450,1800,52.17,745,ZING,2497,42 week,10
14-10-2020,B,wd,ZING 12,Ramakrishnan,91,411,24,85,9,82,3450,792,22.96,493,ZING,1550,42 week,10
14-10-2020,B,wd,ZING 8,Dinesh M,61,23,36,191,39,237,3450,561,16.26,260,ZING,1331,42 week,10
14-10-2020,B,wd,ZING 6,Amalraj K,22,277,26,39,78,7,3450,2941,85.25,284,ZING,1830,42 week,10
14-10-2020,B,wd,ZING 5,Dinesh M,48,464,28,390,52,131,3450,2366,68.58,595,ZING,2319,42 week,10
14-10-2020,B,wd,ZING 4,Pradeep M,4,26,15,286,96,475,3450,1424,41.28,501,ZING,2132,42 week,10
14-10-2020,B,wd,ZING 3,Pradeep M,8,223,2,2,92,311,3450,3135,90.87,534,ZING,444,42 week,10
14-10-2020,B,wd,ZING 2,vignesh,85,291,17,283,15,358,3450,1815,52.61,649,ZING,1952,42 week,10
14-10-2020,C,wd,ZING 1,Bakkiyaraj.K,72,77,37,188,28,357,3450,1851,53.65,434,ZING,2511,42 week,10
14-10-2020,C,wd,ZING 10,Dinesh M,88,467,8,192,12,395,3450,672,19.48,862,ZING,2806,42 week,10
14-10-2020,C,wd,ZING 9,Pradeep M,71,51,15,412,29,405,3450,1796,52.06,456,ZING,2061,42 week,10
14-10-2020,C,wd,ZING 11,Jayaprakash.M,56,391,6,396,44,74,3450,2025,58.7,465,ZING,2898,42 week,10
14-10-2020,C,wd,ZING 12,Jayaprakash.M,40,21,15,310,60,213,3450,279,8.09,234,ZING,243,42 week,10
14-10-2020,C,wd,ZING 8,Manikandan D,63,358,1,206,37,305,3450,2587,74.99,663,ZING,2990,42 week,10
14-10-2020,C,wd,ZING 6,Amalraj K,80,194,0,36,20,145,3450,2343,67.91,339,ZING,1142,42 week,10
14-10-2020,C,wd,ZING 5,Dinesh M,91,177,9,87,9,49,3450,686,19.88,226,ZING,814,42 week,10
14-10-2020,C,wd,ZING 4,Pradeep M,25,465,33,175,75,247,3450,2453,71.1,712,ZING,177,42 week,10
14-10-2020,C,wd,ZING 3,Kumarasami P,12,156,35,167,88,340,3450,2194,63.59,496,ZING,1158,42 week,10
14-10-2020,C,wd,ZING 2,Bakkiyaraj.K,69,85,16,231,31,99,3450,1499,43.45,184,ZING,2983,42 week,10
15-10-2020,A,wd,ZING 1,Amalraj K,50,7,7,434,50,104,3450,1732,50.2,111,ZING,1428,42 week,10
15-10-2020,A,wd,ZING 10,NewSivasakthi,15,111,31,470,85,273,3450,480,13.91,384,ZING,730,42 week,10
15-10-2020,A,wd,ZING 9,Manikandan D,34,19,9,157,66,0,3450,1755,50.87,19,ZING,1651,42 week,10
15-10-2020,A,wd,ZING 11,Chellaperumal,81,10,27,341,19,162,3450,3292,95.42,172,ZING,2238,42 week,10
15-10-2020,A,wd,ZING 12,Chellaperumal,63,451,28,30,37,182,3450,635,18.41,633,ZING,2922,42 week,10
15-10-2020,A,wd,ZING 8,Manikandan D,74,87,29,265,26,179,3450,2765,80.14,266,ZING,1893,42 week,10
15-10-2020,A,wd,ZING 6,Amalraj K,56,475,6,64,44,249,3450,750,21.74,724,ZING,2273,42 week,10
15-10-2020,A,wd,ZING 5,New Saravanan,35,102,4,248,65,353,3450,2449,70.99,455,ZING,597,42 week,10
15-10-2020,A,wd,ZING 4,Rooban Ismavel,30,343,32,161,70,68,3450,1536,44.52,411,ZING,1219,42 week,10
15-10-2020,A,wd,ZING 3,Rooban Ismavel,58,255,27,444,42,225,3450,3331,96.55,480,ZING,2269,42 week,10
15-10-2020,A,wd,ZING 2,Amalraj K,4,260,22,114,96,358,3450,1437,41.65,618,ZING,1069,42 week,10
15-10-2020,B,wd,ZING 1,vignesh,10,400,3,310,90,289,3450,718,20.81,689,ZING,2839,42 week,10
15-10-2020,B,wd,ZING 10,Dinesh M,12,228,6,277,88,430,3450,379,10.99,658,ZING,2510,42 week,10
15-10-2020,B,wd,ZING 9,Manikandan D,57,479,17,373,43,456,3450,495,14.35,935,ZING,1127,42 week,10
15-10-2020,B,wd,ZING 11,Ramakrishnan,94,200,6,33,6,299,3450,1152,33.39,499,ZING,2878,42 week,10
15-10-2020,B,wd,ZING 12,Ramakrishnan,71,471,21,24,29,299,3450,2212,64.12,770,ZING,874,42 week,10
15-10-2020,B,wd,ZING 8,Dinesh M,6,411,1,14,94,401,3450,266,7.71,812,ZING,1592,42 week,10
15-10-2020,B,wd,ZING 6,Amalraj K,33,376,30,415,67,78,3450,2988,86.61,454,ZING,2738,42 week,10
15-10-2020,B,wd,ZING 5,New Saravanan,32,163,13,314,68,326,3450,972,28.17,489,ZING,1938,42 week,10
15-10-2020,B,wd,ZING 4,Pradeep M,58,308,33,218,42,40,3450,878,25.45,348,ZING,992,42 week,10
15-10-2020,B,wd,ZING 3,Pradeep M,75,37,27,173,25,312,3450,889,25.77,349,ZING,1502,42 week,10
15-10-2020,B,wd,ZING 2,vignesh,76,88,34,412,24,216,3450,3133,90.81,304,ZING,2583,42 week,10
15-10-2020,C,wd,ZING 1,vignesh,25,348,21,77,75,105,3450,2370,68.7,453,ZING,666,42 week,10
15-10-2020,C,wd,ZING 10,Manikandan D,73,260,3,234,27,383,3450,2842,82.38,643,ZING,851,42 week,10
15-10-2020,C,wd,ZING 9,Manikandan D,57,45,1,260,43,92,3450,1990,57.68,137,ZING,883,42 week,10
15-10-2020,C,wd,ZING 11,Jayaprakash.M,81,183,1,276,19,402,3450,2618,75.88,585,ZING,2673,42 week,10
15-10-2020,C,wd,ZING 12,Jayaprakash.M,55,80,12,160,45,404,3450,715,20.72,484,ZING,2025,42 week,10
15-10-2020,C,wd,ZING 8,Dinesh M,14,323,8,197,86,358,3450,3112,90.2,681,ZING,408,42 week,10
15-10-2020,C,wd,ZING 6,Amalraj K,35,22,17,461,65,353,3450,829,24.03,375,ZING,2822,42 week,10
15-10-2020,C,wd,ZING 5,New Saravanan,36,264,25,333,64,267,3450,1253,36.32,531,ZING,1460,42 week,10
15-10-2020,C,wd,ZING 4,Rooban Ismavel,29,35,4,261,71,480,3450,2072,60.06,515,ZING,60,42 week,10
15-10-2020,C,wd,ZING 3,Rooban Ismavel,88,118,7,15,12,313,3450,744,21.57,431,ZING,541,42 week,10
15-10-2020,C,wd,ZING 2,Amalraj K,63,260,11,128,37,55,3450,2665,77.25,315,ZING,1606,42 week,10
16-10-2020,A,wd,ZING 1,Amalraj K,75,99,4,158,25,212,3450,1016,29.45,311,ZING,792,42 week,10
